source,Pubchem_CID,Melting_Point,reference,Substance_CASRN,SMILES,ConnectivitySMILES,InChI,InChIKey,IUPAC_Name
Pubchem,2239,149-153ºC,"
            ",68377-92-4,CC(C)(C)NCC(CSC1=NC(=CS1)C2=CC=C(S2)C(=O)N)O,CC(C)(C)NCC(CSC1=NC(=CS1)C2=CC=C(S2)C(=O)N)O,"InChI=1S/C15H21N3O2S3/c1-15(2,3)17-6-9(19)7-21-14-18-10(8-22-14)11-4-5-12(23-11)13(16)20/h4-5,8-9,17,19H,6-7H2,1-3H3,(H2,16,20)",BHIAIPWSVYSKJS-UHFFFAOYSA-N,"5-[2-[3-(tert-butylamino)-2-hydroxypropyl]sulfanyl-1,3-thiazol-4-yl]thiophene-2-carboxamide"
Pubchem,2244,275 °F,"
            ",50-78-2,CC(=O)OC1=CC=CC=C1C(=O)O,CC(=O)OC1=CC=CC=C1C(=O)O,"InChI=1S/C9H8O4/c1-6(10)13-8-5-3-2-4-7(8)9(11)12/h2-5H,1H3,(H,11,12)",BSYNRYMUTXBXSQ-UHFFFAOYSA-N,2-acetyloxybenzoic acid
Pubchem,2247,149.1 °C,"
            ",68844-77-9,COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F,COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F,"InChI=1S/C28H31FN4O/c1-34-25-12-8-21(9-13-25)14-17-32-18-15-24(16-19-32)30-28-31-26-4-2-3-5-27(26)33(28)20-22-6-10-23(29)11-7-22/h2-13,24H,14-20H2,1H3,(H,30,31)",GXDALQBWZGODGZ-UHFFFAOYSA-N,1-[(4-fluorophenyl)methyl]-N-[1-[2-(4-methoxyphenyl)ethyl]piperidin-4-yl]benzimidazol-2-amine
Pubchem,2249,158-160,"
            ",29122-68-7,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,"InChI=1S/C14H22N2O3/c1-10(2)16-8-12(17)9-19-13-5-3-11(4-6-13)7-14(15)18/h3-6,10,12,16-17H,7-9H2,1-2H3,(H2,15,18)",METKIMKYRPQLGS-UHFFFAOYSA-N,2-[4-[2-hydroxy-3-(propan-2-ylamino)propoxy]phenyl]acetamide
Pubchem,2256,351 °F,"
            ",1912-24-9,CCNC1=NC(=NC(=N1)Cl)NC(C)C,CCNC1=NC(=NC(=N1)Cl)NC(C)C,"InChI=1S/C8H14ClN5/c1-4-10-7-12-6(9)13-8(14-7)11-5(2)3/h5H,4H2,1-3H3,(H2,10,11,12,13,14)",MXWJVTOOROXGIU-UHFFFAOYSA-N,"6-chloro-4-N-ethyl-2-N-propan-2-yl-1,3,5-triazine-2,4-diamine"
Pubchem,2265,471 °F,"
            ",446-86-6,CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-],CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-],"InChI=1S/C9H7N7O2S/c1-15-4-14-7(16(17)18)9(15)19-8-5-6(11-2-10-5)12-3-13-8/h2-4H,1H3,(H,10,11,12,13)",LMEKQMALGUDUQG-UHFFFAOYSA-N,6-(3-methyl-5-nitroimidazol-4-yl)sulfanyl-7H-purine
Pubchem,2266,106.5 °C,"
            ",123-99-9,C(CCCC(=O)O)CCCC(=O)O,C(CCCC(=O)O)CCCC(=O)O,"InChI=1S/C9H16O4/c10-8(11)6-4-2-1-3-5-7-9(12)13/h1-7H2,(H,10,11)(H,12,13)",BDJRBEYXGGNYIS-UHFFFAOYSA-N,nonanedioic acid
Pubchem,2267,225 °C (hydrochloride salt),"
            ",58581-89-8,CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl,CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl,"InChI=1S/C22H24ClN3O/c1-25-13-4-5-18(12-14-25)26-22(27)20-7-3-2-6-19(20)21(24-26)15-16-8-10-17(23)11-9-16/h2-3,6-11,18H,4-5,12-15H2,1H3",MBUVEWMHONZEQD-UHFFFAOYSA-N,4-[(4-chlorophenyl)methyl]-2-(1-methylazepan-4-yl)phthalazin-1-one
Pubchem,2268,165 °F,"
            ",86-50-0,COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2N=N1,COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2N=N1,"InChI=1S/C10H12N3O3PS2/c1-15-17(18,16-2)19-7-13-10(14)8-5-3-4-6-9(8)11-12-13/h3-6H,7H2,1-2H3",CJJOSEISRRTUQB-UHFFFAOYSA-N,"3-(dimethoxyphosphinothioylsulfanylmethyl)-1,2,3-benzotriazin-4-one"
Pubchem,2273,219.5 °C,"
            ",27589-33-9,C1=CSC(=C1)CNC2=CC(=C(C=C2C3=NNN=N3)S(=O)(=O)N)Cl,C1=CSC(=C1)CNC2=CC(=C(C=C2C3=NNN=N3)S(=O)(=O)N)Cl,"InChI=1S/C12H11ClN6O2S2/c13-9-5-10(15-6-7-2-1-3-22-7)8(12-16-18-19-17-12)4-11(9)23(14,20)21/h1-5,15H,6H2,(H2,14,20,21)(H,16,17,18,19)",HMEDEBAJARCKCT-UHFFFAOYSA-N,2-chloro-5-(2H-tetrazol-5-yl)-4-(thiophen-2-ylmethylamino)benzenesulfonamide
Pubchem,2284,376 °F,"
            ",1134-47-0,C1=CC(=CC=C1C(CC(=O)O)CN)Cl,C1=CC(=CC=C1C(CC(=O)O)CN)Cl,"InChI=1S/C10H12ClNO2/c11-9-3-1-7(2-4-9)8(6-12)5-10(13)14/h1-4,8H,5-6,12H2,(H,13,14)",KPYSYYIEGFHWSV-UHFFFAOYSA-N,4-amino-3-(4-chlorophenyl)butanoic acid
Pubchem,2286,54 °F,"
            ",1675-54-3,CC(C)(C1=CC=C(C=C1)OCC2CO2)C3=CC=C(C=C3)OCC4CO4,CC(C)(C1=CC=C(C=C1)OCC2CO2)C3=CC=C(C=C3)OCC4CO4,"InChI=1S/C21H24O4/c1-21(2,15-3-7-17(8-4-15)22-11-19-13-24-19)16-5-9-18(10-6-16)23-12-20-14-25-20/h3-10,19-20H,11-14H2,1-2H3",LCFVJGUPQDGYKZ-UHFFFAOYSA-N,2-[[4-[2-[4-(oxiran-2-ylmethoxy)phenyl]propan-2-yl]phenoxy]methyl]oxirane
Pubchem,2294,190 °C,"
            ",57-44-3,CCC1(C(=O)NC(=O)NC1=O)CC,CCC1(C(=O)NC(=O)NC1=O)CC,"InChI=1S/C8H12N2O3/c1-3-8(4-2)5(11)9-7(13)10-6(8)12/h3-4H2,1-2H3,(H2,9,10,11,12,13)",FTOAOBMCPZCFFF-UHFFFAOYSA-N,"5,5-diethyl-1,3-diazinane-2,4,6-trione"
Pubchem,2309,,"
            ",39552-01-7,CC(C)NCC(COC1=CC=CC2=C1OC(=C2)C(=O)C)O,CC(C)NCC(COC1=CC=CC2=C1OC(=C2)C(=O)C)O,"InChI=1S/C16H21NO4/c1-10(2)17-8-13(19)9-20-14-6-4-5-12-7-15(11(3)18)21-16(12)14/h4-7,10,13,17,19H,8-9H2,1-3H3",ZPQPDBIHYCBNIG-UHFFFAOYSA-N,1-[7-[2-hydroxy-3-(propan-2-ylamino)propoxy]-1-benzofuran-2-yl]ethanone
Pubchem,2310,261 °F,"
            ",64-65-3,CCC1(CC(=O)NC(=O)C1)C,CCC1(CC(=O)NC(=O)C1)C,"InChI=1S/C8H13NO2/c1-3-8(2)4-6(10)9-7(11)5-8/h3-5H2,1-2H3,(H,9,10,11)",ORRZGUBHBVWWOP-UHFFFAOYSA-N,"4-ethyl-4-methylpiperidine-2,6-dione"
Pubchem,2314,129.6 °C,"
            ",22781-23-3,CC1(OC2=C(O1)C(=CC=C2)OC(=O)NC)C,CC1(OC2=C(O1)C(=CC=C2)OC(=O)NC)C,"InChI=1S/C11H13NO4/c1-11(2)15-8-6-4-5-7(9(8)16-11)14-10(13)12-3/h4-6H,1-3H3,(H,12,13)",XEGGRYVFLWGFHI-UHFFFAOYSA-N,"(2,2-dimethyl-1,3-benzodioxol-4-yl) N-methylcarbamate"
Pubchem,2315,-223 °C,"
            ",73-48-3,C1=CC=C(C=C1)CC2NC3=C(C=C(C(=C3)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N2,C1=CC=C(C=C1)CC2NC3=C(C=C(C(=C3)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N2,"InChI=1S/C15H14F3N3O4S2/c16-15(17,18)10-7-11-13(8-12(10)26(19,22)23)27(24,25)21-14(20-11)6-9-4-2-1-3-5-9/h1-5,7-8,14,20-21H,6H2,(H2,19,22,23)",HDWIHXWEUNVBIY-UHFFFAOYSA-N,"3-benzyl-1,1-dioxo-6-(trifluoromethyl)-3,4-dihydro-2H-1lambda6,2,4-benzothiadiazine-7-sulfonamide"
Pubchem,2319,-66.5 °C,"
            ",1861-40-1,CCCCN(CC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],CCCCN(CC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],"InChI=1S/C13H16F3N3O4/c1-3-5-6-17(4-2)12-10(18(20)21)7-9(13(14,15)16)8-11(12)19(22)23/h7-8H,3-6H2,1-2H3",SMDHCQAYESWHAE-UHFFFAOYSA-N,"N-butyl-N-ethyl-2,6-dinitro-4-(trifluoromethyl)aniline"
Pubchem,2328,139.7 °C,"
            ",25057-89-0,CC(C)N1C(=O)C2=CC=CC=C2NS1(=O)=O,CC(C)N1C(=O)C2=CC=CC=C2NS1(=O)=O,"InChI=1S/C10H12N2O3S/c1-7(2)12-10(13)8-5-3-4-6-9(8)11-16(12,14)15/h3-7,11H,1-2H3",ZOMSMJKLGFBRBS-UHFFFAOYSA-N,"2,2-dioxo-3-propan-2-yl-1H-2lambda6,1,3-benzothiadiazin-4-one"
Pubchem,2331,271 °F,"
            ",55-21-0,C1=CC=C(C=C1)C(=O)N,C1=CC=C(C=C1)C(=O)N,"InChI=1S/C7H7NO/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H2,8,9)",KXDAEFPNCMNJSK-UHFFFAOYSA-N,benzamide
Pubchem,2333,151 °C,"
            ",3562-84-3,CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)Br)O)Br,CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)Br)O)Br,"InChI=1S/C17H12Br2O3/c1-2-13-15(10-5-3-4-6-14(10)22-13)16(20)9-7-11(18)17(21)12(19)8-9/h3-8,21H,2H2,1H3",WHQCHUCQKNIQEC-UHFFFAOYSA-N,"(3,5-dibromo-4-hydroxyphenyl)-(2-ethyl-1-benzofuran-3-yl)methanone"
Pubchem,2334,287 dec °C,"
            ",517-60-2,C1(=C(C(=C(C(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O,C1(=C(C(=C(C(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O,"InChI=1S/C12H6O12/c13-7(14)1-2(8(15)16)4(10(19)20)6(12(23)24)5(11(21)22)3(1)9(17)18/h(H,13,14)(H,15,16)(H,17,18)(H,19,20)(H,21,22)(H,23,24)",YDSWCNNOKPMOTP-UHFFFAOYSA-N,"benzene-1,2,3,4,5,6-hexacarboxylic acid"
Pubchem,2335,158-163,"
            ",10172-60-8,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCC[N+](C)(C)CC2=CC=CC=C2,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCC[N+](C)(C)CC2=CC=CC=C2,"InChI=1S/C27H42NO2/c1-26(2,3)22-27(4,5)24-13-15-25(16-14-24)30-20-19-29-18-17-28(6,7)21-23-11-9-8-10-12-23/h8-16H,17-22H2,1-7H3/q+1",SIYLLGKDQZGJHK-UHFFFAOYSA-N,"benzyl-dimethyl-[2-[2-[4-(2,4,4-trimethylpentan-2-yl)phenoxy]ethoxy]ethyl]azanium"
Pubchem,2336,351.5 °F,"
            ",50-32-8,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,InChI=1S/C20H12/c1-2-7-17-15(4-1)12-16-9-8-13-5-3-6-14-10-11-18(17)20(16)19(13)14/h1-12H,FMMWHPNWAFZXNH-UHFFFAOYSA-N,benzo[a]pyrene
Pubchem,2337,92 °C,"
            ",94-09-7,CCOC(=O)C1=CC=C(C=C1)N,CCOC(=O)C1=CC=C(C=C1)N,"InChI=1S/C9H11NO2/c1-2-12-9(11)7-3-5-8(10)6-4-7/h3-6H,2,10H2,1H3",BLFLLBZGZJTVJG-UHFFFAOYSA-N,ethyl 4-aminobenzoate
Pubchem,2342,130-131.5,"
            ",63-12-7,CCN(CC)C(=O)C1CN2CCC3=CC(=C(C=C3C2CC1OC(=O)C)OC)OC,CCN(CC)C(=O)C1CN2CCC3=CC(=C(C=C3C2CC1OC(=O)C)OC)OC,"InChI=1S/C22H32N2O5/c1-6-23(7-2)22(26)17-13-24-9-8-15-10-20(27-4)21(28-5)11-16(15)18(24)12-19(17)29-14(3)25/h10-11,17-19H,6-9,12-13H2,1-5H3",JSZILQVIPPROJI-UHFFFAOYSA-N,"[3-(diethylcarbamoyl)-9,10-dimethoxy-2,3,4,6,7,11b-hexahydro-1H-benzo[a]quinolizin-2-yl] acetate"
Pubchem,2343,210-211,"
            ",91-33-8,C1=CC=C(C=C1)CSCC2=NS(=O)(=O)C3=CC(=C(C=C3N2)Cl)S(=O)(=O)N,C1=CC=C(C=C1)CSCC2=NS(=O)(=O)C3=CC(=C(C=C3N2)Cl)S(=O)(=O)N,"InChI=1S/C15H14ClN3O4S3/c16-11-6-12-14(7-13(11)25(17,20)21)26(22,23)19-15(18-12)9-24-8-10-4-2-1-3-5-10/h1-7H,8-9H2,(H,18,19)(H2,17,20,21)",NDTSRXAMMQDVSW-UHFFFAOYSA-N,"3-(benzylsulfanylmethyl)-6-chloro-1,1-dioxo-4H-1lambda6,2,4-benzothiadiazine-7-sulfonamide"
Pubchem,2345,21 °C,"
            ",120-51-4,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2,"InChI=1S/C14H12O2/c15-14(13-9-5-2-6-10-13)16-11-12-7-3-1-4-8-12/h1-10H,11H2",SESFRYSPDFLNCH-UHFFFAOYSA-N,benzyl benzoate
Pubchem,2346,41 °C,"
            ",622-78-6,C1=CC=C(C=C1)CN=C=S,C1=CC=C(C=C1)CN=C=S,"InChI=1S/C8H7NS/c10-7-9-6-8-4-2-1-3-5-8/h1-5H,6H2",MDKCFLQDBWCQCV-UHFFFAOYSA-N,isothiocyanatomethylbenzene
Pubchem,2347,-31 °F,"
            ",85-68-7,CCCCOC(=O)C1=CC=CC=C1C(=O)OCC2=CC=CC=C2,CCCCOC(=O)C1=CC=CC=C1C(=O)OCC2=CC=CC=C2,"InChI=1S/C19H20O4/c1-2-3-13-22-18(20)16-11-7-8-12-17(16)19(21)23-14-15-9-5-4-6-10-15/h4-12H,2-3,13-14H2,1H3",IRIAEXORFWYRCZ-UHFFFAOYSA-N,"2-O-benzyl 1-O-butyl benzene-1,2-dicarboxylate"
Pubchem,2351,,"
            ",64706-54-3,CC(C)COCC(CN(CC1=CC=CC=C1)C2=CC=CC=C2)N3CCCC3,CC(C)COCC(CN(CC1=CC=CC=C1)C2=CC=CC=C2)N3CCCC3,"InChI=1S/C24H34N2O/c1-21(2)19-27-20-24(25-15-9-10-16-25)18-26(23-13-7-4-8-14-23)17-22-11-5-3-6-12-22/h3-8,11-14,21,24H,9-10,15-20H2,1-2H3",UIEATEWHFDRYRU-UHFFFAOYSA-N,N-benzyl-N-[3-(2-methylpropoxy)-2-pyrrolidin-1-ylpropyl]aniline
Pubchem,2353,145 °C,"
            ",2086-83-1,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC,"InChI=1S/C20H18NO4/c1-22-17-4-3-12-7-16-14-9-19-18(24-11-25-19)8-13(14)5-6-21(16)10-15(12)20(17)23-2/h3-4,7-10H,5-6,11H2,1-2H3/q+1",YBHILYKTIRIUTE-UHFFFAOYSA-N,"16,17-dimethoxy-5,7-dioxa-13-azoniapentacyclo[11.8.0.02,10.04,8.015,20]henicosa-1(13),2,4(8),9,14,16,18,20-octaene"
Pubchem,2355,370 °F,"
            ",484-20-8,COC1=C2C=CC(=O)OC2=CC3=C1C=CO3,COC1=C2C=CC(=O)OC2=CC3=C1C=CO3,"InChI=1S/C12H8O4/c1-14-12-7-2-3-11(13)16-10(7)6-9-8(12)4-5-15-9/h2-6H,1H3",BGEBZHIAGXMEMV-UHFFFAOYSA-N,"4-methoxyfuro[3,2-g]chromen-7-one"
Pubchem,2358,169 °C,"
            ",15893-52-4,COC1=CC2=C(C=C1)N(C(=O)C(O2)O)O,COC1=CC2=C(C=C1)N(C(=O)C(O2)O)O,"InChI=1S/C9H9NO5/c1-14-5-2-3-6-7(4-5)15-9(12)8(11)10(6)13/h2-4,9,12-13H,1H3",GDNZNIJPBQATCZ-UHFFFAOYSA-N,"2,4-dihydroxy-7-methoxy-1,4-benzoxazin-3-one"
Pubchem,2360,206 °C,"
            ",7554-90-7,C(C(C(=O)O)N)NC(=O)C(=O)O,C(C(C(=O)O)N)NC(=O)C(=O)O,"InChI=1S/C5H8N2O5/c6-2(4(9)10)1-7-3(8)5(11)12/h2H,1,6H2,(H,7,8)(H,9,10)(H,11,12)",NEEQFPMRODQIKX-UHFFFAOYSA-N,2-amino-3-(oxaloamino)propanoic acid
Pubchem,2365,-27 °F,"
            ",57-57-8,C1COC1=O,C1COC1=O,InChI=1S/C3H4O2/c4-3-1-2-5-3/h1-2H2,VEZXCJBBBCKRPI-UHFFFAOYSA-N,oxetan-2-one
Pubchem,2366,150-144,"
            ",5638-76-6,CNCCC1=CC=CC=N1,CNCCC1=CC=CC=N1,"InChI=1S/C8H12N2/c1-9-7-5-8-4-2-3-6-10-8/h2-4,6,9H,5,7H2,1H3",UUQMNUMQCIQDMZ-UHFFFAOYSA-N,N-methyl-2-pyridin-2-ylethanamine
Pubchem,2368,196 °C,"
            ",55-73-2,CNC(=NC)NCC1=CC=CC=C1,CNC(=NC)NCC1=CC=CC=C1,"InChI=1S/C10H15N3/c1-11-10(12-2)13-8-9-6-4-3-5-7-9/h3-7H,8H2,1-2H3,(H2,11,12,13)",NIVZHWNOUVJHKV-UHFFFAOYSA-N,"1-benzyl-2,3-dimethylguanidine"
Pubchem,2369,-72 °C,"
            ",63659-18-7,CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O,CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O,"InChI=1S/C18H29NO3/c1-14(2)19-11-17(20)13-22-18-7-5-15(6-8-18)9-10-21-12-16-3-4-16/h5-8,14,16-17,19-20H,3-4,9-13H2,1-2H3",NWIUTZDMDHAVTP-UHFFFAOYSA-N,1-[4-[2-(cyclopropylmethoxy)ethyl]phenoxy]-3-(propan-2-ylamino)propan-2-ol
Pubchem,2370,221 °C,"
            ",674-38-4,CC(C[N+](C)(C)C)OC(=O)N,CC(C[N+](C)(C)C)OC(=O)N,"InChI=1S/C7H16N2O2/c1-6(11-7(8)10)5-9(2,3)4/h6H,5H2,1-4H3,(H-,8,10)/p+1",NZUPCNDJBJXXRF-UHFFFAOYSA-O,2-carbamoyloxypropyl(trimethyl)azanium
Pubchem,2372,-138 °C,"
            ",59170-23-9,CC1=CC(=CC=C1)OCC(CNCCC2=CC(=C(C=C2)OC)OC)O,CC1=CC(=CC=C1)OCC(CNCCC2=CC(=C(C=C2)OC)OC)O,"InChI=1S/C20H27NO4/c1-15-5-4-6-18(11-15)25-14-17(22)13-21-10-9-16-7-8-19(23-2)20(12-16)24-3/h4-8,11-12,17,21-22H,9-10,13-14H2,1-3H3",HXLAFSUPPDYFEO-UHFFFAOYSA-N,"1-[2-(3,4-dimethoxyphenyl)ethylamino]-3-(3-methylphenoxy)propan-2-ol"
Pubchem,2375,-193 °C,"
            ",90357-06-5,CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,"InChI=1S/C18H14F4N2O4S/c1-17(26,10-29(27,28)14-6-3-12(19)4-7-14)16(25)24-13-5-2-11(9-23)15(8-13)18(20,21)22/h2-8,26H,10H2,1H3,(H,24,25)",LKJPYSCBVHEWIU-UHFFFAOYSA-N,N-[4-cyano-3-(trifluoromethyl)phenyl]-3-(4-fluorophenyl)sulfonyl-2-hydroxy-2-methylpropanamide
Pubchem,2378,,"
            ",60628-96-8,C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=CC=C3)N4C=CN=C4,C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=CC=C3)N4C=CN=C4,"InChI=1S/C22H18N2/c1-3-7-18(8-4-1)19-11-13-21(14-12-19)22(24-16-15-23-17-24)20-9-5-2-6-10-20/h1-17,22H",OCAPBUJLXMYKEJ-UHFFFAOYSA-N,1-[phenyl-(4-phenylphenyl)methyl]imidazole
Pubchem,2381,114 °C,"
            ",514-65-8,C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O,C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O,"InChI=1S/C21H29NO/c23-21(19-7-3-1-4-8-19,11-14-22-12-5-2-6-13-22)20-16-17-9-10-18(20)15-17/h1,3-4,7-10,17-18,20,23H,2,5-6,11-16H2",YSXKPIUOCJLQIE-UHFFFAOYSA-N,1-(2-bicyclo[2.2.1]hept-5-enyl)-1-phenyl-3-piperidin-1-ylpropan-1-ol
Pubchem,2391,,"
            ",603-50-9,CC(=O)OC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC(=O)C)C3=CC=CC=N3,CC(=O)OC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC(=O)C)C3=CC=CC=N3,"InChI=1S/C22H19NO4/c1-15(24)26-19-10-6-17(7-11-19)22(21-5-3-4-14-23-21)18-8-12-20(13-9-18)27-16(2)25/h3-14,22H,1-2H3",KHOITXIGCFIULA-UHFFFAOYSA-N,[4-[(4-acetyloxyphenyl)-pyridin-2-ylmethyl]phenyl] acetate
Pubchem,2405,100-103,"
            ",66722-44-9,CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O,CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O,"InChI=1S/C18H31NO4/c1-14(2)19-11-17(20)13-23-18-7-5-16(6-8-18)12-21-9-10-22-15(3)4/h5-8,14-15,17,19-20H,9-13H2,1-4H3",VHYCDWMUTMEGQY-UHFFFAOYSA-N,1-(propan-2-ylamino)-3-[4-(2-propan-2-yloxyethoxymethyl)phenoxy]propan-2-ol
Pubchem,2406,367.7 °F,"
            ",97-18-7,C1=C(C=C(C(=C1SC2=C(C(=CC(=C2)Cl)Cl)O)O)Cl)Cl,C1=C(C=C(C(=C1SC2=C(C(=CC(=C2)Cl)Cl)O)O)Cl)Cl,"InChI=1S/C12H6Cl4O2S/c13-5-1-7(15)11(17)9(3-5)19-10-4-6(14)2-8(16)12(10)18/h1-4,17-18H",JFIOVJDNOJYLKP-UHFFFAOYSA-N,"2,4-dichloro-6-(3,5-dichloro-2-hydroxyphenyl)sulfanylphenol"
Pubchem,2431,,"
            ",59-41-6,CC[N+](C)(C)CC1=CC=CC=C1Br,CC[N+](C)(C)CC1=CC=CC=C1Br,"InChI=1S/C11H17BrN/c1-4-13(2,3)9-10-7-5-6-8-11(10)12/h5-8H,4,9H2,1-3H3/q+1",AAQOQKQBGPPFNS-UHFFFAOYSA-N,(2-bromophenyl)methyl-ethyl-dimethylazanium
Pubchem,2435,207.5 °C,"
            ",59803-98-4,C1CN=C(N1)NC2=C(C3=NC=CN=C3C=C2)Br,C1CN=C(N1)NC2=C(C3=NC=CN=C3C=C2)Br,"InChI=1S/C11H10BrN5/c12-9-7(17-11-15-5-6-16-11)1-2-8-10(9)14-4-3-13-8/h1-4H,5-6H2,(H2,15,16,17)",XYLJNLCSTIOKRM-UHFFFAOYSA-N,"5-bromo-N-(4,5-dihydro-1H-imidazol-2-yl)quinoxalin-6-amine"
Pubchem,2442,232-235,"
            ",3572-43-8,CN(CC1=C(C(=CC(=C1)Br)Br)N)C2CCCCC2,CN(CC1=C(C(=CC(=C1)Br)Br)N)C2CCCCC2,"InChI=1S/C14H20Br2N2/c1-18(12-5-3-2-4-6-12)9-10-7-11(15)8-13(16)14(10)17/h7-8,12H,2-6,9,17H2,1H3",OJGDCBLYJGHCIH-UHFFFAOYSA-N,"2,4-dibromo-6-[[cyclohexyl(methyl)amino]methyl]aniline"
Pubchem,2446,134-135,"
            ",4093-35-0,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Br,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Br,"InChI=1S/C14H22BrN3O2/c1-4-18(5-2)7-6-17-14(19)10-8-11(15)12(16)9-13(10)20-3/h8-9H,4-7,16H2,1-3H3,(H,17,19)",GIYAQDDTCWHPPL-UHFFFAOYSA-N,4-amino-5-bromo-N-[2-(diethylamino)ethyl]-2-methoxybenzamide
Pubchem,2450,271 °F,"
            ",52-51-7,C(C(CO)([N+](=O)[O-])Br)O,C(C(CO)([N+](=O)[O-])Br)O,"InChI=1S/C3H6BrNO4/c4-3(1-6,2-7)5(8)9/h6-7H,1-2H2",LVDKZNITIUWNER-UHFFFAOYSA-N,"2-bromo-2-nitropropane-1,3-diol"
Pubchem,2451,211-213,"
            ",57801-81-7,CC1=NN=C2N1C3=C(C=C(S3)Br)C(=NC2)C4=CC=CC=C4Cl,CC1=NN=C2N1C3=C(C=C(S3)Br)C(=NC2)C4=CC=CC=C4Cl,"InChI=1S/C15H10BrClN4S/c1-8-19-20-13-7-18-14(9-4-2-3-5-11(9)17)10-6-12(16)22-15(10)21(8)13/h2-6H,7H2,1H3",UMSGKTJDUHERQW-UHFFFAOYSA-N,"4-bromo-7-(2-chlorophenyl)-13-methyl-3-thia-1,8,11,12-tetrazatricyclo[8.3.0.02,6]trideca-2(6),4,7,10,12-pentaene"
Pubchem,2466,153 to 155,"
            ",2438-72-4,CCCCOC1=CC=C(C=C1)CC(=O)NO,CCCCOC1=CC=C(C=C1)CC(=O)NO,"InChI=1S/C12H17NO3/c1-2-3-8-16-11-6-4-10(5-7-11)9-12(14)13-15/h4-7,15H,2-3,8-9H2,1H3,(H,13,14)",MXJWRABVEGLYDG-UHFFFAOYSA-N,2-(4-butoxyphenyl)-N-hydroxyacetamide
Pubchem,2471,230-231,"
            ",28395-03-1,CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2,CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2,"InChI=1S/C17H20N2O5S/c1-2-3-9-19-14-10-12(17(20)21)11-15(25(18,22)23)16(14)24-13-7-5-4-6-8-13/h4-8,10-11,19H,2-3,9H2,1H3,(H,20,21)(H2,18,22,23)",MAEIEVLCKWDQJH-UHFFFAOYSA-N,3-(butylamino)-4-phenoxy-5-sulfamoylbenzoic acid
